method_id,method_label,training_seed,true_label,predicted_label,count,row_fraction
hybrid,混合模型,43,1,0,0,0.0
hybrid,混合模型,43,1,1,1128,0.9938325991189427
hybrid,混合模型,43,1,2,4,0.003524229074889868
hybrid,混合模型,43,1,3,0,0.0
hybrid,混合模型,43,1,4,0,0.0
hybrid,混合模型,43,1,5,0,0.0
hybrid,混合模型,43,1,6,2,0.001762114537444934
hybrid,混合模型,43,1,7,0,0.0
hybrid,混合模型,43,1,8,1,0.000881057268722467
hybrid,混合模型,43,1,9,0,0.0
hybrid,混合模型,43,2,0,3,0.0029069767441860465
hybrid,混合模型,43,2,1,1,0.0009689922480620155
hybrid,混合模型,43,2,2,1005,0.9738372093023255
hybrid,混合模型,43,2,3,6,0.005813953488372093
hybrid,混合模型,43,2,4,0,0.0
hybrid,混合模型,43,2,5,0,0.0
hybrid,混合模型,43,2,6,5,0.0048449612403100775
hybrid,混合模型,43,2,7,6,0.005813953488372093
hybrid,混合模型,43,2,8,6,0.005813953488372093
hybrid,混合模型,43,2,9,0,0.0
hybrid,混合模型,43,3,0,0,0.0
hybrid,混合模型,43,3,1,1,0.0009900990099009901
hybrid,混合模型,43,3,2,11,0.01089108910891089
hybrid,混合模型,43,3,3,971,0.9613861386138614
hybrid,混合模型,43,3,4,0,0.0
hybrid,混合模型,43,3,5,9,0.00891089108910891
hybrid,混合模型,43,3,6,0,0.0
hybrid,混合模型,43,3,7,10,0.009900990099009901
hybrid,混合模型,43,3,8,7,0.006930693069306931
hybrid,混合模型,43,3,9,1,0.0009900990099009901
hybrid,混合模型,43,4,0,0,0.0
hybrid,混合模型,43,4,1,1,0.0010183299389002036
hybrid,混合模型,43,4,2,5,0.0050916496945010185
hybrid,混合模型,43,4,3,0,0.0
hybrid,混合模型,43,4,4,960,0.9775967413441955
hybrid,混合模型,43,4,5,1,0.0010183299389002036
hybrid,混合模型,43,4,6,10,0.010183299389002037
hybrid,混合模型,43,4,7,1,0.0010183299389002036
hybrid,混合模型,43,4,8,1,0.0010183299389002036
hybrid,混合模型,43,4,9,3,0.003054989816700611
hybrid,混合模型,43,5,0,5,0.005605381165919282
hybrid,混合模型,43,5,1,1,0.0011210762331838565
hybrid,混合模型,43,5,2,0,0.0
hybrid,混合模型,43,5,3,19,0.021300448430493273
hybrid,混合模型,43,5,4,1,0.0011210762331838565
hybrid,混合模型,43,5,5,840,0.9417040358744395
hybrid,混合模型,43,5,6,10,0.011210762331838564
hybrid,混合模型,43,5,7,1,0.0011210762331838565
hybrid,混合模型,43,5,8,11,0.01233183856502242
hybrid,混合模型,43,5,9,4,0.004484304932735426
hybrid,混合模型,43,6,0,4,0.0041753653444676405
hybrid,混合模型,43,6,1,3,0.003131524008350731
hybrid,混合模型,43,6,2,3,0.003131524008350731
hybrid,混合模型,43,6,3,0,0.0
hybrid,混合模型,43,6,4,4,0.0041753653444676405
hybrid,混合模型,43,6,5,4,0.0041753653444676405
hybrid,混合模型,43,6,6,939,0.9801670146137788
hybrid,混合模型,43,6,7,0,0.0
hybrid,混合模型,43,6,8,1,0.0010438413361169101
hybrid,混合模型,43,6,9,0,0.0
hybrid,混合模型,43,7,0,0,0.0
hybrid,混合模型,43,7,1,12,0.011673151750972763
hybrid,混合模型,43,7,2,17,0.016536964980544747
hybrid,混合模型,43,7,3,2,0.0019455252918287938
hybrid,混合模型,43,7,4,2,0.0019455252918287938
hybrid,混合模型,43,7,5,0,0.0
hybrid,混合模型,43,7,6,0,0.0
hybrid,混合模型,43,7,7,984,0.9571984435797666
hybrid,混合模型,43,7,8,2,0.0019455252918287938
hybrid,混合模型,43,7,9,9,0.008754863813229572
hybrid,混合模型,43,8,0,3,0.003080082135523614
hybrid,混合模型,43,8,1,1,0.001026694045174538
hybrid,混合模型,43,8,2,1,0.001026694045174538
hybrid,混合模型,43,8,3,10,0.01026694045174538
hybrid,混合模型,43,8,4,4,0.004106776180698152
hybrid,混合模型,43,8,5,2,0.002053388090349076
hybrid,混合模型,43,8,6,7,0.007186858316221766
hybrid,混合模型,43,8,7,5,0.00513347022587269
hybrid,混合模型,43,8,8,939,0.9640657084188912
hybrid,混合模型,43,8,9,2,0.002053388090349076
hybrid,混合模型,43,9,0,2,0.0019821605550049554
hybrid,混合模型,43,9,1,6,0.005946481665014866
hybrid,混合模型,43,9,2,2,0.0019821605550049554
hybrid,混合模型,43,9,3,18,0.017839444995044598
hybrid,混合模型,43,9,4,60,0.05946481665014866
hybrid,混合模型,43,9,5,3,0.002973240832507433
hybrid,混合模型,43,9,6,3,0.002973240832507433
hybrid,混合模型,43,9,7,8,0.007928642220019821
hybrid,混合模型,43,9,8,8,0.007928642220019821
hybrid,混合模型,43,9,9,899,0.8909811694747275
hybrid,混合模型,44,0,0,961,0.9806122448979592
hybrid,混合模型,44,0,1,2,0.0020408163265306124
hybrid,混合模型,44,0,2,4,0.004081632653061225
hybrid,混合模型,44,0,3,1,0.0010204081632653062
hybrid,混合模型,44,0,4,0,0.0
hybrid,混合模型,44,0,5,3,0.003061224489795918
hybrid,混合模型,44,0,6,2,0.0020408163265306124
hybrid,混合模型,44,0,7,0,0.0
hybrid,混合模型,44,0,8,6,0.006122448979591836
hybrid,混合模型,44,0,9,1,0.0010204081632653062
hybrid,混合模型,44,1,0,0,0.0
hybrid,混合模型,44,1,1,1126,0.9920704845814978
hybrid,混合模型,44,1,2,2,0.001762114537444934
hybrid,混合模型,44,1,3,1,0.000881057268722467
hybrid,混合模型,44,1,4,1,0.000881057268722467
hybrid,混合模型,44,1,5,0,0.0
hybrid,混合模型,44,1,6,1,0.000881057268722467
hybrid,混合模型,44,1,7,0,0.0
hybrid,混合模型,44,1,8,4,0.003524229074889868
hybrid,混合模型,44,1,9,0,0.0
hybrid,混合模型,44,2,0,3,0.0029069767441860465
hybrid,混合模型,44,2,1,5,0.0048449612403100775
hybrid,混合模型,44,2,2,969,0.938953488372093
hybrid,混合模型,44,2,3,22,0.02131782945736434
hybrid,混合模型,44,2,4,1,0.0009689922480620155
hybrid,混合模型,44,2,5,0,0.0
hybrid,混合模型,44,2,6,6,0.005813953488372093
hybrid,混合模型,44,2,7,1,0.0009689922480620155
hybrid,混合模型,44,2,8,25,0.02422480620155039
hybrid,混合模型,44,2,9,0,0.0
hybrid,混合模型,44,3,0,0,0.0
hybrid,混合模型,44,3,1,0,0.0
hybrid,混合模型,44,3,2,2,0.0019801980198019802
hybrid,混合模型,44,3,3,977,0.9673267326732673
hybrid,混合模型,44,3,4,0,0.0
hybrid,混合模型,44,3,5,1,0.0009900990099009901
hybrid,混合模型,44,3,6,0,0.0
hybrid,混合模型,44,3,7,5,0.0049504950495049506
hybrid,混合模型,44,3,8,23,0.02277227722772277
hybrid,混合模型,44,3,9,2,0.0019801980198019802
hybrid,混合模型,44,4,0,0,0.0
hybrid,混合模型,44,4,1,2,0.002036659877800407
hybrid,混合模型,44,4,2,5,0.0050916496945010185
hybrid,混合模型,44,4,3,3,0.003054989816700611
hybrid,混合模型,44,4,4,923,0.939918533604888
hybrid,混合模型,44,4,5,0,0.0
hybrid,混合模型,44,4,6,10,0.010183299389002037
hybrid,混合模型,44,4,7,2,0.002036659877800407
hybrid,混合模型,44,4,8,8,0.008146639511201629
hybrid,混合模型,44,4,9,29,0.029531568228105907
hybrid,混合模型,44,5,0,1,0.0011210762331838565
hybrid,混合模型,44,5,1,3,0.0033632286995515697
hybrid,混合模型,44,5,2,1,0.0011210762331838565
hybrid,混合模型,44,5,3,36,0.04035874439461883
hybrid,混合模型,44,5,4,1,0.0011210762331838565
hybrid,混合模型,44,5,5,816,0.9147982062780269
hybrid,混合模型,44,5,6,3,0.0033632286995515697
hybrid,混合模型,44,5,7,0,0.0
hybrid,混合模型,44,5,8,29,0.032511210762331835
hybrid,混合模型,44,5,9,2,0.002242152466367713
hybrid,混合模型,44,6,0,3,0.003131524008350731
hybrid,混合模型,44,6,1,3,0.003131524008350731
hybrid,混合模型,44,6,2,2,0.0020876826722338203
hybrid,混合模型,44,6,3,1,0.0010438413361169101
hybrid,混合模型,44,6,4,1,0.0010438413361169101
hybrid,混合模型,44,6,5,5,0.005219206680584551
hybrid,混合模型,44,6,6,934,0.9749478079331941
hybrid,混合模型,44,6,7,0,0.0
hybrid,混合模型,44,6,8,9,0.009394572025052192
hybrid,混合模型,44,6,9,0,0.0
hybrid,混合模型,44,7,0,0,0.0
hybrid,混合模型,44,7,1,8,0.007782101167315175
hybrid,混合模型,44,7,2,24,0.023346303501945526
hybrid,混合模型,44,7,3,11,0.010700389105058366
hybrid,混合模型,44,7,4,3,0.0029182879377431907
hybrid,混合模型,44,7,5,0,0.0
hybrid,混合模型,44,7,6,0,0.0
hybrid,混合模型,44,7,7,944,0.9182879377431906
hybrid,混合模型,44,7,8,9,0.008754863813229572
hybrid,混合模型,44,7,9,29,0.02821011673151751
hybrid,混合模型,44,8,0,0,0.0
hybrid,混合模型,44,8,1,0,0.0
hybrid,混合模型,44,8,2,1,0.001026694045174538
hybrid,混合模型,44,8,3,7,0.007186858316221766
hybrid,混合模型,44,8,4,0,0.0
hybrid,混合模型,44,8,5,0,0.0
hybrid,混合模型,44,8,6,3,0.003080082135523614
hybrid,混合模型,44,8,7,1,0.001026694045174538
hybrid,混合模型,44,8,8,961,0.9866529774127311
hybrid,混合模型,44,8,9,1,0.001026694045174538
hybrid,混合模型,44,9,0,4,0.003964321110009911
hybrid,混合模型,44,9,1,6,0.005946481665014866
hybrid,混合模型,44,9,2,0,0.0
hybrid,混合模型,44,9,3,13,0.01288404360753221
hybrid,混合模型,44,9,4,11,0.010901883052527254
hybrid,混合模型,44,9,5,4,0.003964321110009911
hybrid,混合模型,44,9,6,1,0.0009910802775024777
hybrid,混合模型,44,9,7,2,0.0019821605550049554
hybrid,混合模型,44,9,8,23,0.022794846382556987
hybrid,混合模型,44,9,9,945,0.9365708622398414
electronic,纯电子基线,42,0,0,962,0.9816326530612245
electronic,纯电子基线,42,0,1,0,0.0
electronic,纯电子基线,42,0,2,1,0.0010204081632653062
electronic,纯电子基线,42,0,3,2,0.0020408163265306124
electronic,纯电子基线,42,0,4,2,0.0020408163265306124
electronic,纯电子基线,42,0,5,4,0.004081632653061225
electronic,纯电子基线,42,0,6,5,0.00510204081632653
electronic,纯电子基线,42,0,7,2,0.0020408163265306124
electronic,纯电子基线,42,0,8,2,0.0020408163265306124
electronic,纯电子基线,42,0,9,0,0.0
electronic,纯电子基线,42,1,0,0,0.0
electronic,纯电子基线,42,1,1,1118,0.9850220264317181
electronic,纯电子基线,42,1,2,4,0.003524229074889868
electronic,纯电子基线,42,1,3,1,0.000881057268722467
electronic,纯电子基线,42,1,4,0,0.0
electronic,纯电子基线,42,1,5,2,0.001762114537444934
electronic,纯电子基线,42,1,6,3,0.0026431718061674008
electronic,纯电子基线,42,1,7,1,0.000881057268722467
electronic,纯电子基线,42,1,8,6,0.0052863436123348016
electronic,纯电子基线,42,1,9,0,0.0
electronic,纯电子基线,42,2,0,9,0.00872093023255814
electronic,纯电子基线,42,2,1,7,0.006782945736434108
electronic,纯电子基线,42,2,2,976,0.9457364341085271
electronic,纯电子基线,42,2,3,13,0.012596899224806201
electronic,纯电子基线,42,2,4,6,0.005813953488372093
electronic,纯电子基线,42,2,5,1,0.0009689922480620155
electronic,纯电子基线,42,2,6,6,0.005813953488372093
electronic,纯电子基线,42,2,7,11,0.01065891472868217
electronic,纯电子基线,42,2,8,3,0.0029069767441860465
electronic,纯电子基线,42,2,9,0,0.0
electronic,纯电子基线,42,3,0,6,0.005940594059405941
electronic,纯电子基线,42,3,1,0,0.0
electronic,纯电子基线,42,3,2,7,0.006930693069306931
electronic,纯电子基线,42,3,3,947,0.9376237623762376
electronic,纯电子基线,42,3,4,0,0.0
electronic,纯电子基线,42,3,5,25,0.024752475247524754
electronic,纯电子基线,42,3,6,1,0.0009900990099009901
electronic,纯电子基线,42,3,7,9,0.00891089108910891
electronic,纯电子基线,42,3,8,13,0.01287128712871287
electronic,纯电子基线,42,3,9,2,0.0019801980198019802
electronic,纯电子基线,42,4,0,1,0.0010183299389002036
electronic,纯电子基线,42,4,1,0,0.0
electronic,纯电子基线,42,4,2,7,0.007128309572301426
electronic,纯电子基线,42,4,3,0,0.0
electronic,纯电子基线,42,4,4,935,0.9521384928716904
electronic,纯电子基线,42,4,5,0,0.0
electronic,纯电子基线,42,4,6,2,0.002036659877800407
electronic,纯电子基线,42,4,7,6,0.006109979633401222
electronic,纯电子基线,42,4,8,5,0.0050916496945010185
electronic,纯电子基线,42,4,9,26,0.026476578411405296
electronic,纯电子基线,42,5,0,6,0.006726457399103139
electronic,纯电子基线,42,5,1,1,0.0011210762331838565
electronic,纯电子基线,42,5,2,4,0.004484304932735426
electronic,纯电子基线,42,5,3,25,0.028026905829596414
electronic,纯电子基线,42,5,4,4,0.004484304932735426
electronic,纯电子基线,42,5,5,824,0.9237668161434978
electronic,纯电子基线,42,5,6,11,0.01233183856502242
electronic,纯电子基线,42,5,7,2,0.002242152466367713
electronic,纯电子基线,42,5,8,12,0.013452914798206279
electronic,纯电子基线,42,5,9,3,0.0033632286995515697
electronic,纯电子基线,42,6,0,9,0.009394572025052192
electronic,纯电子基线,42,6,1,3,0.003131524008350731
electronic,纯电子基线,42,6,2,2,0.0020876826722338203
electronic,纯电子基线,42,6,3,0,0.0
electronic,纯电子基线,42,6,4,9,0.009394572025052192
electronic,纯电子基线,42,6,5,18,0.018789144050104383
electronic,纯电子基线,42,6,6,910,0.9498956158663883
electronic,纯电子基线,42,6,7,0,0.0
electronic,纯电子基线,42,6,8,7,0.007306889352818371
electronic,纯电子基线,42,6,9,0,0.0
electronic,纯电子基线,42,7,0,1,0.0009727626459143969
electronic,纯电子基线,42,7,1,9,0.008754863813229572
electronic,纯电子基线,42,7,2,12,0.011673151750972763
electronic,纯电子基线,42,7,3,13,0.01264591439688716
electronic,纯电子基线,42,7,4,1,0.0009727626459143969
electronic,纯电子基线,42,7,5,1,0.0009727626459143969
electronic,纯电子基线,42,7,6,0,0.0
electronic,纯电子基线,42,7,7,985,0.958171206225681
electronic,纯电子基线,42,7,8,1,0.0009727626459143969
electronic,纯电子基线,42,7,9,5,0.0048638132295719845
electronic,纯电子基线,42,8,0,6,0.006160164271047228
electronic,纯电子基线,42,8,1,2,0.002053388090349076
electronic,纯电子基线,42,8,2,12,0.012320328542094456
electronic,纯电子基线,42,8,3,25,0.02566735112936345
electronic,纯电子基线,42,8,4,8,0.008213552361396304
electronic,纯电子基线,42,8,5,7,0.007186858316221766
electronic,纯电子基线,42,8,6,6,0.006160164271047228
electronic,纯电子基线,42,8,7,9,0.009240246406570842
electronic,纯电子基线,42,8,8,894,0.917864476386037
electronic,纯电子基线,42,8,9,5,0.00513347022587269
electronic,纯电子基线,42,9,0,6,0.005946481665014866
electronic,纯电子基线,42,9,1,8,0.007928642220019821
electronic,纯电子基线,42,9,2,0,0.0
electronic,纯电子基线,42,9,3,21,0.02081268582755203
electronic,纯电子基线,42,9,4,15,0.014866204162537165
electronic,纯电子基线,42,9,5,3,0.002973240832507433
electronic,纯电子基线,42,9,6,2,0.0019821605550049554
electronic,纯电子基线,42,9,7,22,0.02180376610505451
electronic,纯电子基线,42,9,8,5,0.004955401387512388
electronic,纯电子基线,42,9,9,927,0.9187314172447968
electronic,纯电子基线,43,0,0,967,0.986734693877551
electronic,纯电子基线,43,0,1,2,0.0020408163265306124
electronic,纯电子基线,43,0,2,2,0.0020408163265306124
electronic,纯电子基线,43,0,3,1,0.0010204081632653062
electronic,纯电子基线,43,0,4,0,0.0
electronic,纯电子基线,43,0,5,4,0.004081632653061225
electronic,纯电子基线,43,0,6,3,0.003061224489795918
electronic,纯电子基线,43,0,7,1,0.0010204081632653062
electronic,纯电子基线,43,0,8,0,0.0
electronic,纯电子基线,43,0,9,0,0.0
electronic,纯电子基线,43,1,0,0,0.0
electronic,纯电子基线,43,1,1,1108,0.9762114537444934
electronic,纯电子基线,43,1,2,6,0.0052863436123348016
electronic,纯电子基线,43,1,3,1,0.000881057268722467
electronic,纯电子基线,43,1,4,0,0.0
electronic,纯电子基线,43,1,5,0,0.0
electronic,纯电子基线,43,1,6,1,0.000881057268722467
electronic,纯电子基线,43,1,7,2,0.001762114537444934
electronic,纯电子基线,43,1,8,17,0.014977973568281937
electronic,纯电子基线,43,1,9,0,0.0
electronic,纯电子基线,43,2,0,7,0.006782945736434108
electronic,纯电子基线,43,2,1,8,0.007751937984496124
electronic,纯电子基线,43,2,2,970,0.939922480620155
electronic,纯电子基线,43,2,3,12,0.011627906976744186
electronic,纯电子基线,43,2,4,2,0.001937984496124031
electronic,纯电子基线,43,2,5,1,0.0009689922480620155
electronic,纯电子基线,43,2,6,7,0.006782945736434108
electronic,纯电子基线,43,2,7,10,0.009689922480620155
electronic,纯电子基线,43,2,8,14,0.013565891472868217
electronic,纯电子基线,43,2,9,1,0.0009689922480620155
electronic,纯电子基线,43,3,0,3,0.0029702970297029703
electronic,纯电子基线,43,3,1,5,0.0049504950495049506
electronic,纯电子基线,43,3,2,12,0.011881188118811881
electronic,纯电子基线,43,3,3,953,0.9435643564356435
electronic,纯电子基线,43,3,4,0,0.0
electronic,纯电子基线,43,3,5,11,0.01089108910891089
electronic,纯电子基线,43,3,6,1,0.0009900990099009901
electronic,纯电子基线,43,3,7,11,0.01089108910891089
electronic,纯电子基线,43,3,8,8,0.007920792079207921
electronic,纯电子基线,43,3,9,6,0.005940594059405941
electronic,纯电子基线,43,4,0,1,0.0010183299389002036
electronic,纯电子基线,43,4,1,0,0.0
electronic,纯电子基线,43,4,2,12,0.012219959266802444
electronic,纯电子基线,43,4,3,2,0.002036659877800407
electronic,纯电子基线,43,4,4,931,0.9480651731160896
electronic,纯电子基线,43,4,5,0,0.0
electronic,纯电子基线,43,4,6,5,0.0050916496945010185
electronic,纯电子基线,43,4,7,2,0.002036659877800407
electronic,纯电子基线,43,4,8,3,0.003054989816700611
electronic,纯电子基线,43,4,9,26,0.026476578411405296
electronic,纯电子基线,43,5,0,6,0.006726457399103139
electronic,纯电子基线,43,5,1,2,0.002242152466367713
electronic,纯电子基线,43,5,2,1,0.0011210762331838565
electronic,纯电子基线,43,5,3,46,0.0515695067264574
electronic,纯电子基线,43,5,4,1,0.0011210762331838565
electronic,纯电子基线,43,5,5,798,0.8946188340807175
electronic,纯电子基线,43,5,6,13,0.014573991031390135
electronic,纯电子基线,43,5,7,5,0.005605381165919282
electronic,纯电子基线,43,5,8,12,0.013452914798206279
electronic,纯电子基线,43,5,9,8,0.008968609865470852
electronic,纯电子基线,43,6,0,11,0.011482254697286013
electronic,纯电子基线,43,6,1,2,0.0020876826722338203
electronic,纯电子基线,43,6,2,11,0.011482254697286013
electronic,纯电子基线,43,6,3,1,0.0010438413361169101
electronic,纯电子基线,43,6,4,6,0.006263048016701462
electronic,纯电子基线,43,6,5,12,0.012526096033402923
electronic,纯电子基线,43,6,6,909,0.9488517745302714
electronic,纯电子基线,43,6,7,0,0.0
electronic,纯电子基线,43,6,8,6,0.006263048016701462
electronic,纯电子基线,43,6,9,0,0.0
electronic,纯电子基线,43,7,0,1,0.0009727626459143969
electronic,纯电子基线,43,7,1,8,0.007782101167315175
electronic,纯电子基线,43,7,2,13,0.01264591439688716
electronic,纯电子基线,43,7,3,6,0.005836575875486381
electronic,纯电子基线,43,7,4,2,0.0019455252918287938
electronic,纯电子基线,43,7,5,1,0.0009727626459143969
electronic,纯电子基线,43,7,6,0,0.0
electronic,纯电子基线,43,7,7,977,0.9503891050583657
electronic,纯电子基线,43,7,8,1,0.0009727626459143969
electronic,纯电子基线,43,7,9,19,0.01848249027237354
electronic,纯电子基线,43,8,0,9,0.009240246406570842
electronic,纯电子基线,43,8,1,3,0.003080082135523614
electronic,纯电子基线,43,8,2,5,0.00513347022587269
electronic,纯电子基线,43,8,3,19,0.019507186858316223
electronic,纯电子基线,43,8,4,7,0.007186858316221766
electronic,纯电子基线,43,8,5,20,0.02053388090349076
electronic,纯电子基线,43,8,6,5,0.00513347022587269
electronic,纯电子基线,43,8,7,9,0.009240246406570842
electronic,纯电子基线,43,8,8,885,0.9086242299794661
electronic,纯电子基线,43,8,9,12,0.012320328542094456
electronic,纯电子基线,43,9,0,5,0.004955401387512388
electronic,纯电子基线,43,9,1,5,0.004955401387512388
electronic,纯电子基线,43,9,2,0,0.0
electronic,纯电子基线,43,9,3,15,0.014866204162537165
electronic,纯电子基线,43,9,4,22,0.02180376610505451
electronic,纯电子基线,43,9,5,4,0.003964321110009911
electronic,纯电子基线,43,9,6,1,0.0009910802775024777
electronic,纯电子基线,43,9,7,11,0.010901883052527254
electronic,纯电子基线,43,9,8,6,0.005946481665014866
electronic,纯电子基线,43,9,9,940,0.931615460852329
electronic,纯电子基线,44,0,0,959,0.9785714285714285
electronic,纯电子基线,44,0,1,0,0.0
electronic,纯电子基线,44,0,2,1,0.0010204081632653062
electronic,纯电子基线,44,0,3,5,0.00510204081632653
electronic,纯电子基线,44,0,4,4,0.004081632653061225
electronic,纯电子基线,44,0,5,3,0.003061224489795918
electronic,纯电子基线,44,0,6,6,0.006122448979591836
electronic,纯电子基线,44,0,7,0,0.0
electronic,纯电子基线,44,0,8,2,0.0020408163265306124
electronic,纯电子基线,44,0,9,0,0.0
electronic,纯电子基线,44,1,0,0,0.0
electronic,纯电子基线,44,1,1,1117,0.9841409691629956
electronic,纯电子基线,44,1,2,4,0.003524229074889868
electronic,纯电子基线,44,1,3,0,0.0
electronic,纯电子基线,44,1,4,0,0.0
electronic,纯电子基线,44,1,5,1,0.000881057268722467
electronic,纯电子基线,44,1,6,4,0.003524229074889868
electronic,纯电子基线,44,1,7,2,0.001762114537444934
electronic,纯电子基线,44,1,8,7,0.006167400881057269
electronic,纯电子基线,44,1,9,0,0.0
electronic,纯电子基线,44,2,0,13,0.012596899224806201
electronic,纯电子基线,44,2,1,9,0.00872093023255814
electronic,纯电子基线,44,2,2,951,0.9215116279069767
electronic,纯电子基线,44,2,3,14,0.013565891472868217
electronic,纯电子基线,44,2,4,8,0.007751937984496124
electronic,纯电子基线,44,2,5,2,0.001937984496124031
electronic,纯电子基线,44,2,6,16,0.015503875968992248
electronic,纯电子基线,44,2,7,5,0.0048449612403100775
electronic,纯电子基线,44,2,8,13,0.012596899224806201
electronic,纯电子基线,44,2,9,1,0.0009689922480620155
electronic,纯电子基线,44,3,0,1,0.0009900990099009901
electronic,纯电子基线,44,3,1,2,0.0019801980198019802
electronic,纯电子基线,44,3,2,12,0.011881188118811881
electronic,纯电子基线,44,3,3,951,0.9415841584158415
electronic,纯电子基线,44,3,4,3,0.0029702970297029703
electronic,纯电子基线,44,3,5,20,0.019801980198019802
electronic,纯电子基线,44,3,6,1,0.0009900990099009901
electronic,纯电子基线,44,3,7,5,0.0049504950495049506
electronic,纯电子基线,44,3,8,14,0.013861386138613862
electronic,纯电子基线,44,3,9,1,0.0009900990099009901
electronic,纯电子基线,44,4,0,0,0.0
electronic,纯电子基线,44,4,1,0,0.0
electronic,纯电子基线,44,4,2,3,0.003054989816700611
electronic,纯电子基线,44,4,3,0,0.0
electronic,纯电子基线,44,4,4,927,0.9439918533604889
electronic,纯电子基线,44,4,5,2,0.002036659877800407
electronic,纯电子基线,44,4,6,13,0.013238289205702648
electronic,纯电子基线,44,4,7,2,0.002036659877800407
electronic,纯电子基线,44,4,8,6,0.006109979633401222
electronic,纯电子基线,44,4,9,29,0.029531568228105907
electronic,纯电子基线,44,5,0,8,0.008968609865470852
electronic,纯电子基线,44,5,1,1,0.0011210762331838565
electronic,纯电子基线,44,5,2,1,0.0011210762331838565
electronic,纯电子基线,44,5,3,30,0.033632286995515695
electronic,纯电子基线,44,5,4,4,0.004484304932735426
electronic,纯电子基线,44,5,5,821,0.9204035874439462
electronic,纯电子基线,44,5,6,10,0.011210762331838564
electronic,纯电子基线,44,5,7,1,0.0011210762331838565
electronic,纯电子基线,44,5,8,12,0.013452914798206279
electronic,纯电子基线,44,5,9,4,0.004484304932735426
electronic,纯电子基线,44,6,0,6,0.006263048016701462
electronic,纯电子基线,44,6,1,3,0.003131524008350731
electronic,纯电子基线,44,6,2,2,0.0020876826722338203
electronic,纯电子基线,44,6,3,2,0.0020876826722338203
electronic,纯电子基线,44,6,4,4,0.0041753653444676405
electronic,纯电子基线,44,6,5,7,0.007306889352818371
electronic,纯电子基线,44,6,6,931,0.9718162839248434
electronic,纯电子基线,44,6,7,0,0.0
electronic,纯电子基线,44,6,8,2,0.0020876826722338203
electronic,纯电子基线,44,6,9,1,0.0010438413361169101
electronic,纯电子基线,44,7,0,4,0.0038910505836575876
electronic,纯电子基线,44,7,1,6,0.005836575875486381
electronic,纯电子基线,44,7,2,17,0.016536964980544747
electronic,纯电子基线,44,7,3,16,0.01556420233463035
electronic,纯电子基线,44,7,4,2,0.0019455252918287938
electronic,纯电子基线,44,7,5,0,0.0
electronic,纯电子基线,44,7,6,1,0.0009727626459143969
electronic,纯电子基线,44,7,7,969,0.9426070038910506
electronic,纯电子基线,44,7,8,2,0.0019455252918287938
electronic,纯电子基线,44,7,9,11,0.010700389105058366
electronic,纯电子基线,44,8,0,3,0.003080082135523614
electronic,纯电子基线,44,8,1,7,0.007186858316221766
electronic,纯电子基线,44,8,2,3,0.003080082135523614
electronic,纯电子基线,44,8,3,14,0.014373716632443531
electronic,纯电子基线,44,8,4,2,0.002053388090349076
electronic,纯电子基线,44,8,5,11,0.011293634496919919
electronic,纯电子基线,44,8,6,5,0.00513347022587269
electronic,纯电子基线,44,8,7,4,0.004106776180698152
electronic,纯电子基线,44,8,8,923,0.9476386036960985
electronic,纯电子基线,44,8,9,2,0.002053388090349076
electronic,纯电子基线,44,9,0,9,0.008919722497522299
electronic,纯电子基线,44,9,1,4,0.003964321110009911
electronic,纯电子基线,44,9,2,0,0.0
electronic,纯电子基线,44,9,3,19,0.018830525272547076
electronic,纯电子基线,44,9,4,19,0.018830525272547076
electronic,纯电子基线,44,9,5,6,0.005946481665014866
electronic,纯电子基线,44,9,6,2,0.0019821605550049554
electronic,纯电子基线,44,9,7,5,0.004955401387512388
electronic,纯电子基线,44,9,8,9,0.008919722497522299
electronic,纯电子基线,44,9,9,936,0.9276511397423192
